taxonKey,scientificName,acceptedTaxonKey,acceptedScientificName,taxonRank,taxonomicStatus,domain,cnamedomain,superkingdom,cnamesuperkingdom,kingdom,cnameKindom,kingdomKey,subkingdom,cnamesubkingdom,superphylum,cnamesuperphylum,phylum,cnamePhylum,phylumKey,subphylum,cnmaesubphylum,superclass,cnamesuperclass,class,cnameClass,classKey,subclass,cnamesubclass,superorder,cnamesuperorder,order,cnameOrder,orderKey,suborder,cnamesuborder,superfamily,cnamesuperfamily,family,cnameFamily,familyKey,subfamily,cnamesubfamily,supertribe,cnamesupertribe,tribe,cnametribe,subtribe,cnamesubtribe,genus,cnameGenus,genusKey,subgenus,cnamesubgenus,species,cnameSpecies,speciesKey,subspecies,cnmaesubspecies,variety,cnamevariety,iucnRedListCategory,statuskepunahan
2782,Philopteridae,2782,Philopteridae,FAMILY,ACCEPTED,Eukaryota,Organisme sel-bernukelus,Eukaryota,Organisme sel-bernukelus,Animalia,Hewan,1,Eumetazoa,Hewan organ-sejati,Ecdysozoa,Kurikula tiiga-lapis,Arthropoda,Hewan bernuku-buku,54,Hexapoda,,,,Insecta,Serangga,216,Pterygota,Serangga bersayap,,,Psocodea,Kutu batang,7612838,Troctomorpha,,Ischnocera,,Philopteridae,,2782.0,,,,,,,,,,,,,,,,,,,,,,
6935429,"Myrsidea malayensis Klockenhoff, 1969",6935429,"Myrsidea malayensis Klockenhoff, 1969",SPECIES,ACCEPTED,Eukaryota,Organisme sel-bernukelus,Eukaryota,Organisme sel-bernukelus,Animalia,Hewan,1,Eumetazoa,Hewan organ-sejati,Ecdysozoa,Kurikula tiiga-lapis,Arthropoda,Hewan bernuku-buku,54,Hexapoda,,,,Insecta,Serangga,216,Pterygota,Serangga bersayap,,,Psocodea,Kutu batang,7612838,Troctomorpha,,Amblycera,,Menoponidae,Kutu ayam,2783.0,,,,,,,,,Myrsidea,,1032841.0,,,Myrsidea malayensis,,6935429.0,,,,,NE,
6935555,"Myrsidea tristicola Klockenhoff, 1980",6935555,"Myrsidea tristicola Klockenhoff, 1980",SPECIES,ACCEPTED,Eukaryota,Organisme sel-bernukelus,Eukaryota,Organisme sel-bernukelus,Animalia,Hewan,1,Eumetazoa,Hewan organ-sejati,Ecdysozoa,Kurikula tiiga-lapis,Arthropoda,Hewan bernuku-buku,54,Hexapoda,,,,Insecta,Serangga,216,Pterygota,Serangga bersayap,,,Psocodea,Kutu batang,7612838,Troctomorpha,,Amblycera,,Menoponidae,Kutu ayam,2783.0,,,,,,,,,Myrsidea,,1032841.0,,,Myrsidea tristicola,,6935555.0,,,,,NE,
6936313,"Cavifera abdita Clay & Price, 1970",6936313,"Cavifera abdita Clay & Price, 1970",SPECIES,ACCEPTED,Eukaryota,Organisme sel-bernukelus,Eukaryota,Organisme sel-bernukelus,Animalia,Hewan,1,Eumetazoa,Hewan organ-sejati,Ecdysozoa,Kurikula tiiga-lapis,Arthropoda,Hewan bernuku-buku,54,Hexapoda,,,,Insecta,Serangga,216,Pterygota,Serangga bersayap,,,Psocodea,Kutu batang,7612838,Troctomorpha,,Amblycera,,Menoponidae,Kutu ayam,2783.0,,,,,,,,,Cavifera,,4804614.0,,,Cavifera abdita,,6936313.0,,,,,NE,
2783,Menoponidae,2783,Menoponidae,FAMILY,ACCEPTED,Eukaryota,Organisme sel-bernukelus,Eukaryota,Organisme sel-bernukelus,Animalia,Hewan,1,Eumetazoa,Hewan organ-sejati,Ecdysozoa,Kurikula tiiga-lapis,Arthropoda,Hewan bernuku-buku,54,Hexapoda,,,,Insecta,Serangga,216,Pterygota,Serangga bersayap,,,Psocodea,Kutu batang,7612838,Troctomorpha,,Amblycera,,Menoponidae,Kutu ayam,2783.0,,,,,,,,,,,,,,,,,,,,,,
4804400,"Heterodoxus longitarsus (Piaget, 1880)",4804400,"Heterodoxus longitarsus (Piaget, 1880)",SPECIES,ACCEPTED,Eukaryota,Organisme sel-bernukelus,Eukaryota,Organisme sel-bernukelus,Animalia,Hewan,1,Eumetazoa,Hewan organ-sejati,Ecdysozoa,Kurikula tiiga-lapis,Arthropoda,Hewan bernuku-buku,54,Hexapoda,,,,Insecta,Serangga,216,Pterygota,Serangga bersayap,,,Psocodea,Kutu batang,7612838,Troctomorpha,,Amblycera,,Boopiidae,,2786.0,,,,,,,,,Heterodoxus,,1032479.0,,,Heterodoxus longitarsus,,4804400.0,,,,,NE,
4804402,"Heterodoxus spiniger (Enderlein, 1909)",4804402,"Heterodoxus spiniger (Enderlein, 1909)",SPECIES,ACCEPTED,Eukaryota,Organisme sel-bernukelus,Eukaryota,Organisme sel-bernukelus,Animalia,Hewan,1,Eumetazoa,Hewan organ-sejati,Ecdysozoa,Kurikula tiiga-lapis,Arthropoda,Hewan bernuku-buku,54,Hexapoda,,,,Insecta,Serangga,216,Pterygota,Serangga bersayap,,,Psocodea,Kutu batang,7612838,Troctomorpha,,Amblycera,,Boopiidae,,2786.0,,,,,,,,,Heterodoxus,,1032479.0,,,Heterodoxus spiniger,Kutu anjing,4804402.0,,,,,NE,
1032452,"Haematomyzus elephantis Piaget, 1869",1032452,"Haematomyzus elephantis Piaget, 1869",SPECIES,ACCEPTED,Eukaryota,Organisme sel-bernukelus,Eukaryota,Organisme sel-bernukelus,Animalia,Hewan,1,Eumetazoa,Hewan organ-sejati,Ecdysozoa,Kurikula tiiga-lapis,Arthropoda,Hewan bernuku-buku,54,Hexapoda,,,,Insecta,Serangga,216,Pterygota,Serangga bersayap,,,Psocodea,Kutu batang,7612838,Troctomorpha,,Rhynchophthirina,,Haematomyzidae,Kutu gajah,4361.0,,,,,,,,,Haematomyzus,,1032450.0,,,Haematomyzus elephantis,Kutu gajah,1032452.0,,,,,NE,
1032497,"Haematopinus eurysternus Denny, 1842",1032497,"Haematopinus eurysternus Denny, 1842",SPECIES,ACCEPTED,Eukaryota,Organisme sel-bernukelus,Eukaryota,Organisme sel-bernukelus,Animalia,Hewan,1,Eumetazoa,Hewan organ-sejati,Ecdysozoa,Kurikula tiiga-lapis,Arthropoda,Hewan bernuku-buku,54,Hexapoda,,,,Insecta,Serangga,216,Pterygota,Serangga bersayap,,,Psocodea,Kutu batang,7612838,Troctomorpha,,Anoplura,,Haematopinidae,,4362.0,,,,,,,,,Haematopinus,Kutu kerbau,1032483.0,,,Haematopinus eurysternus,Kutu-ternah hidung pendek,1032497.0,,,,,NE,
1032618,"Polyplax insulsa Ferris, 1923",1032618,"Polyplax insulsa Ferris, 1923",SPECIES,ACCEPTED,Eukaryota,Organisme sel-bernukelus,Eukaryota,Organisme sel-bernukelus,Animalia,Hewan,1,Eumetazoa,Hewan organ-sejati,Ecdysozoa,Kurikula tiiga-lapis,Arthropoda,Hewan bernuku-buku,54,Hexapoda,,,,Insecta,Serangga,216,Pterygota,Serangga bersayap,,,Psocodea,Kutu batang,7612838,Troctomorpha,,Anoplura,,Polyplacidae,Kutu-tanduk tikus,4369.0,,,,,,,,,Polyplax,Kutu tikus,1032563.0,,,Polyplax insulsa,,1032618.0,,,,,NE,
1032637,"Polyplax visenda Blagoveschtchensky, 1972",1032637,"Polyplax visenda Blagoveschtchensky, 1972",SPECIES,ACCEPTED,Eukaryota,Organisme sel-bernukelus,Eukaryota,Organisme sel-bernukelus,Animalia,Hewan,1,Eumetazoa,Hewan organ-sejati,Ecdysozoa,Kurikula tiiga-lapis,Arthropoda,Hewan bernuku-buku,54,Hexapoda,,,,Insecta,Serangga,216,Pterygota,Serangga bersayap,,,Psocodea,Kutu batang,7612838,Troctomorpha,,Anoplura,,Polyplacidae,Kutu-tanduk tikus,4369.0,,,,,,,,,Polyplax,Kutu tikus,1032563.0,,,Polyplax visenda,,1032637.0,,,,,NE,
1032563,"Polyplax Enderlein, 1904",1032563,"Polyplax Enderlein, 1904",GENUS,ACCEPTED,Eukaryota,Organisme sel-bernukelus,Eukaryota,Organisme sel-bernukelus,Animalia,Hewan,1,Eumetazoa,Hewan organ-sejati,Ecdysozoa,Kurikula tiiga-lapis,Arthropoda,Hewan bernuku-buku,54,Hexapoda,,,,Insecta,Serangga,216,Pterygota,Serangga bersayap,,,Psocodea,Kutu batang,7612838,Troctomorpha,,Anoplura,,Polyplacidae,Kutu-tanduk tikus,4369.0,,,,,,,,,Polyplax,Kutu tikus,1032563.0,,,,,,,,,,,
1032651,"Neohaematopinus Mjoberg, 1910",1032651,"Neohaematopinus Mjoberg, 1910",GENUS,ACCEPTED,Eukaryota,Organisme sel-bernukelus,Eukaryota,Organisme sel-bernukelus,Animalia,Hewan,1,Eumetazoa,Hewan organ-sejati,Ecdysozoa,Kurikula tiiga-lapis,Arthropoda,Hewan bernuku-buku,54,Hexapoda,,,,Insecta,Serangga,216,Pterygota,Serangga bersayap,,,Psocodea,Kutu batang,7612838,Troctomorpha,,Anoplura,,Polyplacidae,Kutu-tanduk tikus,4369.0,,,,,,,,,Neohaematopinus,,1032651.0,,,,,,,,,,,
3255789,"Tineomorpha Enderlein, 1906",3255789,"Tineomorpha Enderlein, 1906",GENUS,ACCEPTED,Eukaryota,Organisme sel-bernukelus,Eukaryota,Organisme sel-bernukelus,Animalia,Hewan,1,Eumetazoa,Hewan organ-sejati,Ecdysozoa,Kurikula tiiga-lapis,Arthropoda,Hewan bernuku-buku,54,Hexapoda,,,,Insecta,Serangga,216,Pterygota,Serangga bersayap,,,Psocodea,Kutu batang,7612838,Troctomorpha,,Amphientomoidea,,Amphientomidae,Kutu-batang tropis,4372.0,Tineomorphinae,,,,,,,,Tineomorpha,,3255789.0,,,,,,,,,,,
4400674,"Cymatopsocus enderleini New, 1975",4400674,"Cymatopsocus enderleini New, 1975",SPECIES,ACCEPTED,Eukaryota,Organisme sel-bernukelus,Eukaryota,Organisme sel-bernukelus,Animalia,Hewan,1,Eumetazoa,Hewan organ-sejati,Ecdysozoa,Kurikula tiiga-lapis,Arthropoda,Hewan bernuku-buku,54,Hexapoda,,,,Insecta,Serangga,216,Pterygota,Serangga bersayap,,,Psocodea,Kutu batang,7612838,Troctomorpha,,Amphientomoidea,,Amphientomidae,Kutu-batang tropis,4372.0,Tineomorphinae,,,,,,,,Cymatopsocus,,4400671.0,,,Cymatopsocus enderleini,,4400674.0,,,,,NE,
4400671,"Cymatopsocus Enderlein, 1903",4400671,"Cymatopsocus Enderlein, 1903",GENUS,ACCEPTED,Eukaryota,Organisme sel-bernukelus,Eukaryota,Organisme sel-bernukelus,Animalia,Hewan,1,Eumetazoa,Hewan organ-sejati,Ecdysozoa,Kurikula tiiga-lapis,Arthropoda,Hewan bernuku-buku,54,Hexapoda,,,,Insecta,Serangga,216,Pterygota,Serangga bersayap,,,Psocodea,Kutu batang,7612838,Troctomorpha,,Amphientomoidea,,Amphientomidae,Kutu-batang tropis,4372.0,Tineomorphinae,,,,,,,,Cymatopsocus,,4400671.0,,,,,,,,,,,
4400809,"Stigmatopathus horvathi Enderlein, 1903",4400809,"Stigmatopathus horvathi Enderlein, 1903",SPECIES,ACCEPTED,Eukaryota,Organisme sel-bernukelus,Eukaryota,Organisme sel-bernukelus,Animalia,Hewan,1,Eumetazoa,Hewan organ-sejati,Ecdysozoa,Kurikula tiiga-lapis,Arthropoda,Hewan bernuku-buku,54,Hexapoda,,,,Insecta,Serangga,216,Pterygota,Serangga bersayap,,,Psocodea,Kutu batang,7612838,Troctomorpha,,Amphientomoidea,,Amphientomidae,Kutu-batang tropis,4372.0,,,,,,,,,Stigmatopathus,,4400808.0,,,Stigmatopathus horvathi,,4400809.0,,,,,NE,
4372,Amphientomidae,4372,Amphientomidae,FAMILY,ACCEPTED,Eukaryota,Organisme sel-bernukelus,Eukaryota,Organisme sel-bernukelus,Animalia,Hewan,1,Eumetazoa,Hewan organ-sejati,Ecdysozoa,Kurikula tiiga-lapis,Arthropoda,Hewan bernuku-buku,54,Hexapoda,,,,Insecta,Serangga,216,Pterygota,Serangga bersayap,,,Psocodea,Kutu batang,7612838,Troctomorpha,,Amphientomoidea,,Amphientomidae,Kutu-batang tropis,4372.0,,,,,,,,,,,,,,,,,,,,,,
1031549,"Archipsocus Hagen, 1882",1031549,"Archipsocus Hagen, 1882",GENUS,ACCEPTED,Eukaryota,Organisme sel-bernukelus,Eukaryota,Organisme sel-bernukelus,Animalia,Hewan,1,Eumetazoa,Hewan organ-sejati,Ecdysozoa,Kurikula tiiga-lapis,Arthropoda,Hewan bernuku-buku,54,Hexapoda,,,,Insecta,Serangga,216,Pterygota,Serangga bersayap,,,Psocodea,Kutu batang,7612838,Psocomorpha,,,,Archipsocidae,Kutu-batang purba,4373.0,Archipsocinae,,,,,,,,Archipsocus,,1031549.0,,,,,,,,,,,
4373,Archipsocidae,4373,Archipsocidae,FAMILY,ACCEPTED,Eukaryota,Organisme sel-bernukelus,Eukaryota,Organisme sel-bernukelus,Animalia,Hewan,1,Eumetazoa,Hewan organ-sejati,Ecdysozoa,Kurikula tiiga-lapis,Arthropoda,Hewan bernuku-buku,54,Hexapoda,,,,Insecta,Serangga,216,Pterygota,Serangga bersayap,,,Psocodea,Kutu batang,7612838,Psocomorpha,,,,Archipsocidae,Kutu-batang purba,4373.0,,,,,,,,,,,,,,,,,,,,,,
4400332,"Epipsocopsis Badonnel, 1955",4400332,"Epipsocopsis Badonnel, 1955",GENUS,ACCEPTED,Eukaryota,Organisme sel-bernukelus,Eukaryota,Organisme sel-bernukelus,Animalia,Hewan,1,Eumetazoa,Hewan organ-sejati,Ecdysozoa,Kurikula tiiga-lapis,Arthropoda,Hewan bernuku-buku,54,Hexapoda,,,,Insecta,Serangga,216,Pterygota,Serangga bersayap,,,Psocodea,Kutu batang,7612838,Psocomorpha,,,,Epipsocidae,,4375.0,,,,,,,,,Epipsocopsis,,4400332.0,,,,,,,,,,,
4375,Epipsocidae,4375,Epipsocidae,FAMILY,ACCEPTED,Eukaryota,Organisme sel-bernukelus,Eukaryota,Organisme sel-bernukelus,Animalia,Hewan,1,Eumetazoa,Hewan organ-sejati,Ecdysozoa,Kurikula tiiga-lapis,Arthropoda,Hewan bernuku-buku,54,Hexapoda,,,,Insecta,Serangga,216,Pterygota,Serangga bersayap,,,Psocodea,Kutu batang,7612838,Psocomorpha,,,,Epipsocidae,,4375.0,,,,,,,,,,,,,,,,,,,,,,
4399938,"Hemipsocus roseus (Hagen, 1859)",4399938,"Hemipsocus roseus (Hagen, 1859)",SPECIES,ACCEPTED,Eukaryota,Organisme sel-bernukelus,Eukaryota,Organisme sel-bernukelus,Animalia,Hewan,1,Eumetazoa,Hewan organ-sejati,Ecdysozoa,Kurikula tiiga-lapis,Arthropoda,Hewan bernuku-buku,54,Hexapoda,,,,Insecta,Serangga,216,Pterygota,Serangga bersayap,,,Psocodea,Kutu batang,7612838,Psocomorpha,,,,Hemipsocidae,Kutu-batang samah-daun,4376.0,,,,,,,,,Hemipsocus,,1031544.0,,,Hemipsocus roseus,,4399938.0,,,,,NE,
1031591,"Lachesilla Westwood, 1840",1031591,"Lachesilla Westwood, 1840",GENUS,ACCEPTED,Eukaryota,Organisme sel-bernukelus,Eukaryota,Organisme sel-bernukelus,Animalia,Hewan,1,Eumetazoa,Hewan organ-sejati,Ecdysozoa,Kurikula tiiga-lapis,Arthropoda,Hewan bernuku-buku,54,Hexapoda,,,,Insecta,Serangga,216,Pterygota,Serangga bersayap,,,Psocodea,Kutu batang,7612838,Psocomorpha,,,,Lachesillidae,Kutu-batang fatal,4377.0,Lachesillinae,,,,,,,,Lachesilla,,1031591.0,,,,,,,,,,,
4377,Lachesillidae,4377,Lachesillidae,FAMILY,ACCEPTED,Eukaryota,Organisme sel-bernukelus,Eukaryota,Organisme sel-bernukelus,Animalia,Hewan,1,Eumetazoa,Hewan organ-sejati,Ecdysozoa,Kurikula tiiga-lapis,Arthropoda,Hewan bernuku-buku,54,Hexapoda,,,,Insecta,Serangga,216,Pterygota,Serangga bersayap,,,Psocodea,Kutu batang,7612838,Psocomorpha,,,,Lachesillidae,Kutu-batang fatal,4377.0,,,,,,,,,,,,,,,,,,,,,,
10179916,BOLD:ACN6382,10179916,BOLD:ACN6382,SPECIES,ACCEPTED,Eukaryota,Organisme sel-bernukelus,Eukaryota,Organisme sel-bernukelus,Animalia,Hewan,1,Eumetazoa,Hewan organ-sejati,Ecdysozoa,Kurikula tiiga-lapis,Arthropoda,Hewan bernuku-buku,54,Hexapoda,,,,Insecta,Serangga,216,Pterygota,Serangga bersayap,,,Psocodea,Kutu batang,7612838,Trogiomorpha,,,,Lepidopsocidae,Kutu-batang sayap-sisik,4378.0,,,,,,,,,Echmepteryx,,1031789.0,,,Echmepteryx madagascariensis,,1031791.0,,,,,,
4378,Lepidopsocidae,4378,Lepidopsocidae,FAMILY,ACCEPTED,Eukaryota,Organisme sel-bernukelus,Eukaryota,Organisme sel-bernukelus,Animalia,Hewan,1,Eumetazoa,Hewan organ-sejati,Ecdysozoa,Kurikula tiiga-lapis,Arthropoda,Hewan bernuku-buku,54,Hexapoda,,,,Insecta,Serangga,216,Pterygota,Serangga bersayap,,,Psocodea,Kutu batang,7612838,Trogiomorpha,,,,Lepidopsocidae,Kutu-batang sayap-sisik,4378.0,,,,,,,,,,,,,,,,,,,,,,
10514259,BOLD:ACJ9529,10514259,BOLD:ACJ9529,SPECIES,ACCEPTED,Eukaryota,Organisme sel-bernukelus,Eukaryota,Organisme sel-bernukelus,Animalia,Hewan,1,Eumetazoa,Hewan organ-sejati,Ecdysozoa,Kurikula tiiga-lapis,Arthropoda,Hewan bernuku-buku,54,Hexapoda,,,,Insecta,Serangga,216,Pterygota,Serangga bersayap,,,Psocodea,Kutu batang,7612838,Troctomorpha,,,,Liposcelididae,Kutu-buku,4379.0,Liposcelidinae,,,,,,,,Liposcelis,Kutu-buku domestik,1031505.0,,,Liposcelis paeta,,1031524.0,,,,,,
10659231,BOLD:ABW8710,10659231,BOLD:ABW8710,SPECIES,ACCEPTED,Eukaryota,Organisme sel-bernukelus,Eukaryota,Organisme sel-bernukelus,Animalia,Hewan,1,Eumetazoa,Hewan organ-sejati,Ecdysozoa,Kurikula tiiga-lapis,Arthropoda,Hewan bernuku-buku,54,Hexapoda,,,,Insecta,Serangga,216,Pterygota,Serangga bersayap,,,Psocodea,Kutu batang,7612838,Troctomorpha,,,,Liposcelididae,Kutu-buku,4379.0,Liposcelidinae,,,,,,,,Liposcelis,Kutu-buku domestik,1031505.0,,,Liposcelis entomophila,,1031529.0,,,,,,
4379,Liposcelididae,4379,Liposcelididae,FAMILY,ACCEPTED,Eukaryota,Organisme sel-bernukelus,Eukaryota,Organisme sel-bernukelus,Animalia,Hewan,1,Eumetazoa,Hewan organ-sejati,Ecdysozoa,Kurikula tiiga-lapis,Arthropoda,Hewan bernuku-buku,54,Hexapoda,,,,Insecta,Serangga,216,Pterygota,Serangga bersayap,,,Psocodea,Kutu batang,7612838,Troctomorpha,,,,Liposcelididae,Kutu-buku,4379.0,,,,,,,,,,,,,,,,,,,,,,
1031496,"Haplophallus Thornton, 1959",1031496,"Haplophallus Thornton, 1959",GENUS,ACCEPTED,Eukaryota,Organisme sel-bernukelus,Eukaryota,Organisme sel-bernukelus,Animalia,Hewan,1,Eumetazoa,Hewan organ-sejati,Ecdysozoa,Kurikula tiiga-lapis,Arthropoda,Hewan bernuku-buku,54,Hexapoda,,,,Insecta,Serangga,216,Pterygota,Serangga bersayap,,,Psocodea,Kutu batang,7612838,Psocomorpha,,,,Philotarsidae,Kutu-batang cinta,4380.0,Philotarsinae,,,,,,,,Haplophallus,,1031496.0,,,,,,,,,,,
4380,Philotarsidae,4380,Philotarsidae,FAMILY,ACCEPTED,Eukaryota,Organisme sel-bernukelus,Eukaryota,Organisme sel-bernukelus,Animalia,Hewan,1,Eumetazoa,Hewan organ-sejati,Ecdysozoa,Kurikula tiiga-lapis,Arthropoda,Hewan bernuku-buku,54,Hexapoda,,,,Insecta,Serangga,216,Pterygota,Serangga bersayap,,,Psocodea,Kutu batang,7612838,Psocomorpha,,,,Philotarsidae,Kutu-batang cinta,4380.0,,,,,,,,,,,,,,,,,,,,,,
1031557,"Rhyopsocus Hagen, 1876",1031557,"Rhyopsocus Hagen, 1876",GENUS,ACCEPTED,Eukaryota,Organisme sel-bernukelus,Eukaryota,Organisme sel-bernukelus,Animalia,Hewan,1,Eumetazoa,Hewan organ-sejati,Ecdysozoa,Kurikula tiiga-lapis,Arthropoda,Hewan bernuku-buku,54,Hexapoda,,,,Insecta,Serangga,216,Pterygota,Serangga bersayap,,,Psocodea,Kutu batang,7612838,Trogiomorpha,,,,Psoquillidae,Kutu-batang sarang-burung,4381.0,,,,,,,,,Rhyopsocus,,1031557.0,,,,,,,,,,,
