taxonKey,scientificName,acceptedTaxonKey,acceptedScientificName,taxonRank,taxonomicStatus,domain,cnamedomain,superkingdom,cnamesuperkingdom,kingdom,cnameKindom,kingdomKey,subkingdom,cnamesubkingdom,superphylum,cnamesuperphylum,phylum,cnamePhylum,phylumKey,subphylum,cnmaesubphylum,superclass,cnamesuperclass,class,cnameClass,classKey,subclass,cnamesubclass,superorder,cnamesuperorder,order,cnameOrder,orderKey,suborder,cnamesuborder,superfamily,cnamesuperfamily,family,cnameFamily,familyKey,subfamily,cnamesubfamily,supertribe,cnamesupertribe,tribe,cnametribe,subtribe,cnamesubtribe,genus,cnameGenus,genusKey,subgenus,cnamesubgenus,species,cnameSpecies,speciesKey,subspecies,cnmaesubspecies,variety,cnamevariety,iucnRedListCategory,statuskepunahan
7190149,Lithacrosiphon cristatus cristatus,7190149,Lithacrosiphon cristatus cristatus,SUBSPECIES,ACCEPTED,,,,,Animalia,Hewan,1,,,,,Sipuncula,Cacing kacang,74,,,,,Phascolosomatidea,Cacing kacang,158.0,,,,,Aspidosiphoniformes,Cacing kacang,1154.0,,,,,Aspidosiphonidae,Cacing kacang,3389.0,,,,,,,,,Lithacrosiphon,Cacing kacang,2510218.0,,,Lithacrosiphon cristatus,Cacing kacang,2510222.0,,,,,,
2510218,"Lithacrosiphon Shipley, 1902",2510218,"Lithacrosiphon Shipley, 1902",GENUS,ACCEPTED,,,,,Animalia,Hewan,1,,,,,Sipuncula,Cacing kacang,74,,,,,Phascolosomatidea,Cacing kacang,158.0,,,,,Aspidosiphoniformes,Cacing kacang,1154.0,,,,,Aspidosiphonidae,Cacing kacang,3389.0,,,,,,,,,Lithacrosiphon,Cacing kacang,2510218.0,,,,,,,,,,,
2510376,"Cloeosiphon aspergillus (Quatrefages, 1865)",2510376,"Cloeosiphon aspergillus (Quatrefages, 1865)",SPECIES,ACCEPTED,,,,,Animalia,Hewan,1,,,,,Sipuncula,Cacing kacang,74,,,,,Phascolosomatidea,Cacing kacang,158.0,,,,,Aspidosiphoniformes,Cacing kacang,1154.0,,,,,Aspidosiphonidae,Cacing kacang,3389.0,,,,,,,,,Cloeosiphon,Cacing kacang,2510375.0,,,Cloeosiphon aspergillus,Cacing kacang,2510376.0,,,,,NE,
2510013,"Phascolosoma maculatum (Sluiter, 1886)",2510013,"Phascolosoma maculatum (Sluiter, 1886)",SPECIES,ACCEPTED,,,,,Animalia,Hewan,1,,,,,Sipuncula,Cacing kacang,74,,,,,Phascolosomatidea,Cacing kacang,158.0,,,,,Phascolosomatiformes,Cacing kacang,1155.0,,,,,Phascolosomatidae,Cacing kacang,7338.0,,,,,,,,,Phascolosoma,Cacing kacang,2509336.0,,,Phascolosoma maculatum,Cacing kacang,2510013.0,,,,,NE,
2510060,"Phascolosoma pacificum Keferstein, 1866",2510060,"Phascolosoma pacificum Keferstein, 1866",SPECIES,ACCEPTED,,,,,Animalia,Hewan,1,,,,,Sipuncula,Cacing kacang,74,,,,,Phascolosomatidea,Cacing kacang,158.0,,,,,Phascolosomatiformes,Cacing kacang,1155.0,,,,,Phascolosomatidae,Cacing kacang,7338.0,,,,,,,,,Phascolosoma,Cacing kacang,2509336.0,,,Phascolosoma pacificum,Cacing-kacang pasifik,2510060.0,,,,,NE,
7190147,Phascolosoma glabrum glabrum,7190147,Phascolosoma glabrum glabrum,SUBSPECIES,ACCEPTED,,,,,Animalia,Hewan,1,,,,,Sipuncula,Cacing kacang,74,,,,,Phascolosomatidea,Cacing kacang,158.0,,,,,Phascolosomatiformes,Cacing kacang,1155.0,,,,,Phascolosomatidae,Cacing kacang,7338.0,,,,,,,,,Phascolosoma,Cacing kacang,2509336.0,,,Phascolosoma glabrum,Cacing kacang,2510131.0,,,,,,
2509336,"Phascolosoma Leuckart, 1828",2509336,"Phascolosoma Leuckart, 1828",GENUS,ACCEPTED,,,,,Animalia,Hewan,1,,,,,Sipuncula,Cacing kacang,74,,,,,Phascolosomatidea,Cacing kacang,158.0,,,,,Phascolosomatiformes,Cacing kacang,1155.0,,,,,Phascolosomatidae,Cacing kacang,7338.0,,,,,,,,,Phascolosoma,Cacing kacang,2509336.0,,,,,,,,,,,
2510141,"Antillesoma antillarum (Grübe & Oersted, 1858)",2510141,"Antillesoma antillarum (Grübe & Oersted, 1858)",SPECIES,ACCEPTED,,,,,Animalia,Hewan,1,,,,,Sipuncula,Cacing kacang,74,,,,,Phascolosomatidea,Cacing kacang,158.0,,,,,Phascolosomatiformes,Cacing kacang,1155.0,,,,,Phascolosomatidae,Cacing kacang,7338.0,,,,,,,,,Antillesoma,Cacing kacang,2510140.0,,,Antillesoma antillarum,Cacing kacang,2510141.0,,,,,NE,
7062984,Apionsoma murinae murinae,7062984,Apionsoma murinae murinae,SUBSPECIES,ACCEPTED,,,,,Animalia,Hewan,1,,,,,Sipuncula,Cacing kacang,74,,,,,Phascolosomatidea,Cacing kacang,158.0,,,,,Phascolosomatiformes,Cacing kacang,1155.0,,,,,Phascolosomatidae,Cacing kacang,7338.0,,,,,,,,,Apionsoma,Cacing kacang,2510174.0,,,Apionsoma murinae,Cacing kacang,2510176.0,,,,,,
2510176,"Apionsoma murinae (E.Cutler, 1969)",2510176,"Apionsoma murinae (E.Cutler, 1969)",SPECIES,ACCEPTED,,,,,Animalia,Hewan,1,,,,,Sipuncula,Cacing kacang,74,,,,,Phascolosomatidea,Cacing kacang,158.0,,,,,Phascolosomatiformes,Cacing kacang,1155.0,,,,,Phascolosomatidae,Cacing kacang,7338.0,,,,,,,,,Apionsoma,Cacing kacang,2510174.0,,,Apionsoma murinae,Cacing kacang,2510176.0,,,,,NE,
2510183,"Apionsoma trichocephalus Sluiter, 1902",2510183,"Apionsoma trichocephalus Sluiter, 1902",SPECIES,ACCEPTED,,,,,Animalia,Hewan,1,,,,,Sipuncula,Cacing kacang,74,,,,,Phascolosomatidea,Cacing kacang,158.0,,,,,Phascolosomatiformes,Cacing kacang,1155.0,,,,,Phascolosomatidae,Cacing kacang,7338.0,,,,,,,,,Apionsoma,Cacing kacang,2510174.0,,,Apionsoma trichocephalus,Cacing kacang,2510183.0,,,,,NE,
2510205,"Apionsoma misakianum (Ikeda, 1904)",2510205,"Apionsoma misakianum (Ikeda, 1904)",SPECIES,ACCEPTED,,,,,Animalia,Hewan,1,,,,,Sipuncula,Cacing kacang,74,,,,,Phascolosomatidea,Cacing kacang,158.0,,,,,Phascolosomatiformes,Cacing kacang,1155.0,,,,,Phascolosomatidae,Cacing kacang,7338.0,,,,,,,,,Apionsoma,Cacing kacang,2510174.0,,,Apionsoma misakianum,Cacing kacang,2510205.0,,,,,NE,
2510174,"Apionsoma Sluiter, 1902",2510174,"Apionsoma Sluiter, 1902",GENUS,ACCEPTED,,,,,Animalia,Hewan,1,,,,,Sipuncula,Cacing kacang,74,,,,,Phascolosomatidea,Cacing kacang,158.0,,,,,Phascolosomatiformes,Cacing kacang,1155.0,,,,,Phascolosomatidae,Cacing kacang,7338.0,,,,,,,,,Apionsoma,Cacing kacang,2510174.0,,,,,,,,,,,
2509568,"Themiste lageniformis Baird, 1868",2509568,"Themiste lageniformis Baird, 1868",SPECIES,ACCEPTED,,,,,Animalia,Hewan,1,,,,,Sipuncula,Cacing kacang,74,,,,,Sipunculidea,Cacing kacang,159.0,,,,,Golfingiiformes,Cacing kacang,539.0,,,,,Themistidae,Cacing kacang,3390.0,,,,,,,,,Themiste,Cacing kacang,2509528.0,,,Themiste lageniformis,Cacing-kacang pucat,2509568.0,,,,,NE,
2509528,"Themiste Gray, 1828",2509528,"Themiste Gray, 1828",GENUS,ACCEPTED,,,,,Animalia,Hewan,1,,,,,Sipuncula,Cacing kacang,74,,,,,Sipunculidea,Cacing kacang,159.0,,,,,Golfingiiformes,Cacing kacang,539.0,,,,,Themistidae,Cacing kacang,3390.0,,,,,,,,,Themiste,Cacing kacang,2509528.0,,,,,,,,,,,
2509754,"Golfingia margaritacea (Sars, 1851)",2509754,"Golfingia margaritacea (Sars, 1851)",SPECIES,ACCEPTED,,,,,Animalia,Hewan,1,,,,,Sipuncula,Cacing kacang,74,,,,,Sipunculidea,Cacing kacang,159.0,,,,,Golfingiiformes,Cacing kacang,539.0,,,,,Golfingiidae,Cacing kacang,7339.0,,,,,,,,,Golfingia,Cacing kacang,2509399.0,,,Golfingia margaritacea,Cacing-kacang besar,2509754.0,,,,,NE,
6284709,"Golfingia vulgaris herdmani (Shipley, 1903)",6284709,"Golfingia vulgaris herdmani (Shipley, 1903)",SUBSPECIES,ACCEPTED,,,,,Animalia,Hewan,1,,,,,Sipuncula,Cacing kacang,74,,,,,Sipunculidea,Cacing kacang,159.0,,,,,Golfingiiformes,Cacing kacang,539.0,,,,,Golfingiidae,Cacing kacang,7339.0,,,,,,,,,Golfingia,Cacing kacang,2509399.0,,,Golfingia vulgaris,Cacing-kacang cokelat,2509867.0,,,,,,
2509905,"Golfingia anguinea (Sluiter, 1902)",2509905,"Golfingia anguinea (Sluiter, 1902)",SPECIES,ACCEPTED,,,,,Animalia,Hewan,1,,,,,Sipuncula,Cacing kacang,74,,,,,Sipunculidea,Cacing kacang,159.0,,,,,Golfingiiformes,Cacing kacang,539.0,,,,,Golfingiidae,Cacing kacang,7339.0,,,,,,,,,Golfingia,Cacing kacang,2509399.0,,,Golfingia anguinea,Cacing kacang,2509905.0,,,,,NE,
2509399,"Golfingia Lankester, 1885",2509399,"Golfingia Lankester, 1885",GENUS,ACCEPTED,,,,,Animalia,Hewan,1,,,,,Sipuncula,Cacing kacang,74,,,,,Sipunculidea,Cacing kacang,159.0,,,,,Golfingiiformes,Cacing kacang,539.0,,,,,Golfingiidae,Cacing kacang,7339.0,,,,,,,,,Golfingia,Cacing kacang,2509399.0,,,,Cacing kacang,,,,,,,
6284692,"Nephasoma pellucidum subhamatum (Sluiter, 1902)",6284692,"Nephasoma pellucidum subhamatum (Sluiter, 1902)",SUBSPECIES,ACCEPTED,,,,,Animalia,Hewan,1,,,,,Sipuncula,Cacing kacang,74,,,,,Sipunculidea,Cacing kacang,159.0,,,,,Golfingiiformes,Cacing kacang,539.0,,,,,Golfingiidae,Cacing kacang,7339.0,,,,,,,,,Nephasoma,Cacing kacang,2509611.0,,,Nephasoma pellucidum,Cacing kacang,2509627.0,,,,,,
2509627,"Nephasoma pellucidum (Keferstein, 1865)",2509627,"Nephasoma pellucidum (Keferstein, 1865)",SPECIES,ACCEPTED,,,,,Animalia,Hewan,1,,,,,Sipuncula,Cacing kacang,74,,,,,Sipunculidea,Cacing kacang,159.0,,,,,Golfingiiformes,Cacing kacang,539.0,,,,,Golfingiidae,Cacing kacang,7339.0,,,,,,,,,Nephasoma,Cacing kacang,2509611.0,,,Nephasoma pellucidum,Cacing kacang,2509627.0,,,,,NE,
2509650,"Nephasoma fimbriatum (Sluiter, 1902)",2509650,"Nephasoma fimbriatum (Sluiter, 1902)",SPECIES,ACCEPTED,,,,,Animalia,Hewan,1,,,,,Sipuncula,Cacing kacang,74,,,,,Sipunculidea,Cacing kacang,159.0,,,,,Golfingiiformes,Cacing kacang,539.0,,,,,Golfingiidae,Cacing kacang,7339.0,,,,,,,,,Nephasoma,Cacing kacang,2509611.0,,,Nephasoma fimbriatum,Cacing kacang,2509650.0,,,,,NE,
2509700,"Nephasoma depressum (Sluiter, 1902)",2509700,"Nephasoma depressum (Sluiter, 1902)",SPECIES,ACCEPTED,,,,,Animalia,Hewan,1,,,,,Sipuncula,Cacing kacang,74,,,,,Sipunculidea,Cacing kacang,159.0,,,,,Golfingiiformes,Cacing kacang,539.0,,,,,Golfingiidae,Cacing kacang,7339.0,,,,,,,,,Nephasoma,Cacing kacang,2509611.0,,,Nephasoma depressum,Cacing kacang,2509700.0,,,,,NE,
2509703,"Nephasoma confusum (Sluiter, 1902)",2509703,"Nephasoma confusum (Sluiter, 1902)",SPECIES,ACCEPTED,,,,,Animalia,Hewan,1,,,,,Sipuncula,Cacing kacang,74,,,,,Sipunculidea,Cacing kacang,159.0,,,,,Golfingiiformes,Cacing kacang,539.0,,,,,Golfingiidae,Cacing kacang,7339.0,,,,,,,,,Nephasoma,Cacing kacang,2509611.0,,,Nephasoma confusum,Cacing kacang,2509703.0,,,,,NE,
2509718,"Nephasoma filiforme (Sluiter, 1902)",2509718,"Nephasoma filiforme (Sluiter, 1902)",SPECIES,ACCEPTED,,,,,Animalia,Hewan,1,,,,,Sipuncula,Cacing kacang,74,,,,,Sipunculidea,Cacing kacang,159.0,,,,,Golfingiiformes,Cacing kacang,539.0,,,,,Golfingiidae,Cacing kacang,7339.0,,,,,,,,,Nephasoma,Cacing kacang,2509611.0,,,Nephasoma filiforme,Cacing kacang,2509718.0,,,,,NE,
2509611,"Nephasoma Pergament, 1940",2509611,"Nephasoma Pergament, 1940",GENUS,ACCEPTED,,,,,Animalia,Hewan,1,,,,,Sipuncula,Cacing kacang,74,,,,,Sipunculidea,Cacing kacang,159.0,,,,,Golfingiiformes,Cacing kacang,539.0,,,,,Golfingiidae,Cacing kacang,7339.0,,,,,,,,,Nephasoma,Cacing kacang,2509611.0,,,,,,,,,,,
2509435,"Phascolion parvum Sluiter, 1902",2509435,"Phascolion parvum Sluiter, 1902",SPECIES,ACCEPTED,,,,,Animalia,Hewan,1,,,,,Sipuncula,Cacing kacang,74,,,,,Sipunculidea,Cacing kacang,159.0,,,,,Golfingiiformes,Cacing kacang,539.0,,,,,Phascoliidae,Cacing kacang,7340.0,,,,,,,,,Phascolion,Cacing kacang,2509428.0,,,Phascolion parvum,Cacing kacang,2509435.0,,,,,NE,
2509514,"Phascolion pharetratum Sluiter, 1902",2509514,"Phascolion pharetratum Sluiter, 1902",SPECIES,ACCEPTED,,,,,Animalia,Hewan,1,,,,,Sipuncula,Cacing kacang,74,,,,,Sipunculidea,Cacing kacang,159.0,,,,,Golfingiiformes,Cacing kacang,539.0,,,,,Phascoliidae,Cacing kacang,7340.0,,,,,,,,,Phascolion,Cacing kacang,2509428.0,,,Phascolion pharetratum,Cacing kacang,2509514.0,,,,,NE,
2509523,"Phascolion collare Selenka & de Man, 1883",2509523,"Phascolion collare Selenka & de Man, 1883",SPECIES,ACCEPTED,,,,,Animalia,Hewan,1,,,,,Sipuncula,Cacing kacang,74,,,,,Sipunculidea,Cacing kacang,159.0,,,,,Golfingiiformes,Cacing kacang,539.0,,,,,Phascoliidae,Cacing kacang,7340.0,,,,,,,,,Phascolion,Cacing kacang,2509428.0,,,Phascolion collare,Cacing kacang,2509523.0,,,,,NE,
2509428,"Phascolion Théel, 1875",2509428,"Phascolion Théel, 1875",GENUS,ACCEPTED,,,,,Animalia,Hewan,1,,,,,Sipuncula,Cacing kacang,74,,,,,Sipunculidea,Cacing kacang,159.0,,,,,Golfingiiformes,Cacing kacang,539.0,,,,,Phascoliidae,Cacing kacang,7340.0,,,,,,,,,Phascolion,Cacing kacang,2509428.0,,,,,,,,,,,
2509297,"Siphonosoma cumanense (Keferstein, 1867)",2509297,"Siphonosoma cumanense (Keferstein, 1867)",SPECIES,ACCEPTED,,,,,Animalia,Hewan,1,,,,,Sipuncula,Cacing kacang,74,,,,,Sipunculidea,Cacing kacang,159.0,,,,,Sipunculiformes,Cacing kacang,863.0,,,,,Sipunculidae,Cacing kacang,5762.0,,,,,,,,,Siphonosoma,Cacing kacang,2509261.0,,,Siphonosoma cumanense,Cacing-kacang cokelat,2509297.0,,,,,NE,
5234430,"Sipunculus robustus Keferstein, 1865",5234430,"Sipunculus robustus Keferstein, 1865",SPECIES,ACCEPTED,,,,,Animalia,Hewan,1,,,,,Sipuncula,Cacing kacang,74,,,,,Sipunculidea,Cacing kacang,159.0,,,,,Sipunculiformes,Cacing kacang,863.0,,,,,Sipunculidae,Cacing kacang,5762.0,,,,,,,,,Sipunculus,Cacing kacang,2509344.0,,,Sipunculus robustus,Cacing-kacang kekar,5234430.0,,,,,NE,
5234445,"Sipunculus nudus Linnaeus, 1766",5234445,"Sipunculus nudus Linnaeus, 1766",SPECIES,ACCEPTED,,,,,Animalia,Hewan,1,,,,,Sipuncula,Cacing kacang,74,,,,,Sipunculidea,Cacing kacang,159.0,,,,,Sipunculiformes,Cacing kacang,863.0,,,,,Sipunculidae,Cacing kacang,5762.0,,,,,,,,,Sipunculus,Cacing kacang,2509344.0,,,Sipunculus nudus,Cacing-kacang biasa,5234445.0,,,,,NE,
7794872,"Sipunculus norvegicus Danielssen, 1869",7794872,"Sipunculus norvegicus Danielssen, 1869",SPECIES,ACCEPTED,,,,,Animalia,Hewan,1,,,,,Sipuncula,Cacing kacang,74,,,,,Sipunculidea,Cacing kacang,159.0,,,,,Sipunculiformes,Cacing kacang,863.0,,,,,Sipunculidae,Cacing kacang,5762.0,,,,,,,,,Sipunculus,Cacing kacang,2509344.0,,,Sipunculus norvegicus,Cacing-kacang penis,7794872.0,,,,,NE,
2509344,"Sipunculus Linnaeus, 1766",2509344,"Sipunculus Linnaeus, 1766",GENUS,ACCEPTED,,,,,Animalia,Hewan,1,,,,,Sipuncula,Cacing kacang,74,,,,,Sipunculidea,Cacing kacang,159.0,,,,,Sipunculiformes,Cacing kacang,863.0,,,,,Sipunculidae,Cacing kacang,5762.0,,,,,,,,,Sipunculus,Cacing kacang,2509344.0,,,,,,,,,,,
5762,Sipunculidae,5762,Sipunculidae,FAMILY,ACCEPTED,,,,,Animalia,Hewan,1,,,,,Sipuncula,Cacing kacang,74,,,,,Sipunculidea,Cacing kacang,159.0,,,,,Sipunculiformes,Cacing kacang,863.0,,,,,Sipunculidae,Cacing kacang,5762.0,,,,,,,,,,,,,,,,,,,,,,
159,Sipunculidea,159,Sipunculidea,CLASS,ACCEPTED,,,,,Animalia,Hewan,1,,,,,Sipuncula,Cacing kacang,74,,,,,Sipunculidea,Cacing kacang,159.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Sipuncula,74,Sipuncula,PHYLUM,ACCEPTED,,,,,Animalia,Hewan,1,,,,,Sipuncula,Cacing kacang,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
